,Name,                HIP,Comment,                    RAh,RAm,RAs,DECsign,DECd,DEC’,DEC”,RA_degrees,DEC_degrees,V_mag,band,spectral_type,Planet,Teff,e_Teff,logg,e_logg,[Fe/H],e_feh,works,mass,e_mass
5942,HD 170547           ,90692,                             ,18,30,14.2962,-,5,43,27.009,277.5595703,-5.7241693,6.275, ,G8II-III      , ,5025,85.425,2.4,0.11,0.09,0.11,2,2.896,0.1365
5943,HD 170573           ,90945,                             ,18,33,5.0782,-,54,15,47.475,278.2711487,-54.2631874,8.53, ,K4Vp...       , ,4767,100,4.44,0.15,-0.07,0.15,1,0.731,0.037
5944,HD 170580           ,90676,Star in double system        ,18,30,5.1198,+,4,3,55.266,277.5213318,4.065352,6.69, ,B2V           , ,17700,354,3.82,0.15,0.04,0.15,1,-1,-1
5945,HD 170657           ,90790,                             ,18,31,18.9612,-,18,54,31.732,277.8289795,-18.9088135,6.81, ,K2V           , ,5085,69,4.58,0.05,-0.16,0.05,8,0.781,0.0265
5946,HD 170693           ,90344,42 Dra                       ,18,25,59.1381,+,65,33,48.53,276.4963989,65.5634842,4.833, ,K1.5III       ,P,4432,105,2.17,0.23,-0.4,0.05,7,1.023,0.178
5947,HD 170706           ,90896,                             ,18,32,27.1985,-,37,5,18.279,278.1133118,-37.0884094,9.44, ,G5V           , ,5756,97.852,4.32,0.11,0.25,0.11,2,1.073,0.0615
5948,HD 170707           ,90988,                             ,18,33,33.3879,-,50,12,41.735,278.3890991,-50.2115936,7.76, ,K1III         , ,4910,100,3.21,0.15,0.24,0.15,1,1.322,0.3595
5949,HD 170737           ,90659,                             ,18,29,54.1113,+,26,39,26.25,277.4754944,26.6572914,8.13, ,G8III-IV      , ,5122,87.074,3.18,0.18,-0.72,0.11,2,0.966,0.1595
5950,HD 170740           ,90804,Double or multiple star      ,18,31,25.6936,-,10,47,45.01,277.8570557,-10.7958364,5.72, ,B2V           , ,19100,382,3.76,0.15,0.3,0.15,1,-1,-1
5951,HD 170764           ,90836,del Cep type                 ,18,31,53.3308,-,19,7,30.26,277.9721985,-19.1250725,6.356, ,G1Ib          , ,5802,116.04,0.99,0.15,0.17,0.15,1,-1,-1
5952,HD 170778           ,90586,                             ,18,29,3.9316,+,43,56,21.435,277.2663879,43.9392891,7.49, ,G5            , ,5912,118.24,4.37,0.15,0,0.15,1,1.036,0.068
5953,HD 170820           ,90870,IC4725 A 141                 ,18,32,13.1093,-,19,7,26.277,278.0545959,-19.1239662,7.36, ,K0III         , ,4598,109,1.53,0.12,0.14,0.11,2,2.734,0.3975
5954,HD 170829           ,90729,Spectroscopic binary         ,18,30,41.6515,+,20,48,54.166,277.6735535,20.8150444,6.49, ,G8IV          , ,5410,91.97,3.94,0.11,0.11,0.11,2,1.064,0.1075
5955,HD 170886           ,90900,                             ,18,32,29.1693,-,18,58,21.572,278.121521,-18.9726601,6.99, ,G4Ib          , ,5226,104.52,1.36,0.15,0.18,0.15,1,3.258,0.0245
5956,HD 170958           ,90973,                             ,18,33,24.8727,-,29,52,0.585,278.3536072,-29.8668289,9.543, ,G8IV/V        , ,5599,111.98,4.83,0.15,-0.04,0.15,1,0.921,0.0505
5957,HD 170970           ,90723,                             ,18,30,34.5752,+,36,14,57.011,277.644043,36.2491684,7.47, ,M8+...        , ,3400,100,0.9,0.15,0.43,0.15,1,1.095,0.166
5958,HD 170987           ,90851,                             ,18,32,1.7311,+,6,46,48.344,278.0072021,6.7800951,7.5, ,F5            , ,6540,130.8,4.2,0.15,-0.15,0.15,1,1.259,0.09
5959,HD 171007           ,90542,                             ,18,28,28.2051,+,60,26,16.495,277.1175537,60.4379158,8.362, ,G5            , ,5515,93.755,3.99,0.11,-0.04,0.11,2,1.013,0.091
5960,HD 171009           ,90745,                             ,18,30,57.5521,+,33,55,58.804,277.7398071,33.9330025,8.36, ,G5            , ,5744,80.416,4.13,0.09,-0.45,0.09,3,0.898,0.049
5961,HD 171028           ,0,                             ,18,32,15.4929,+,6,56,44.714,278.0645447,6.9457541,8.31, ,G0            ,P,5687,56.87,3.94,0.13,-0.49,0.05,5,0.956,0.0935
5962,HD 171029           ,0,                             ,18,33,11.014,-,16,51,6.003,278.2958679,-16.8516674,8.243, ,G3V           , ,5562,111.24,3.85,0.15,-0.36,0.15,1,1.013,0.1345
5963,HD 171067           ,90864,                             ,18,32,10.4643,+,13,44,11.635,278.0435791,13.7365656,7.2, ,G8V           , ,5577,67,4.37,0.2,-0.05,0.07,4,0.924,0.0355
5964,HD 171115           ,91004,24 Sgr                       ,18,33,53.4859,-,24,1,56.217,278.4728394,-24.0322819,5.49, ,K3III         , ,3835,100,0.25,0.15,-0.46,0.15,1,1.009,0.162
5965,HD 171237           ,91066,25 Sgr                       ,18,34,32.7604,-,24,13,20.615,278.6365051,-24.222393,6.51, ,F2II          , ,6582,92.148,1.43,0.23,-0.01,0.1,3,-1,-1
5966,HD 171238           ,91085,                             ,18,34,43.6759,-,28,4,20.334,278.6820068,-28.0723152,8.65, ,G8V           ,P,5454,92.718,4.43,0.11,0.17,0.11,2,0.941,0.046
5967,HD 171239           ,91095,                             ,18,34,54.962,-,30,43,47.181,278.7290039,-30.7297726,8.684, ,G3V           , ,5837,99.229,4.25,0.11,-0.25,0.11,2,0.954,0.0545
5968,HD 171264           ,90993,                             ,18,33,40.6818,+,4,35,32.468,278.4194946,4.5923524,8.1, ,G8IV          , ,5195,103.9,3.59,0.15,-0.01,0.15,1,1.222,0.2305
5969,HD 171286           ,90955,                             ,18,33,14.6571,+,18,54,55.996,278.3110657,18.915554,6.84, ,K0            , ,4724,100,2.57,0.15,-0.18,0.15,1,1.135,0.303
5970,HD 171314           ,90959,                             ,18,33,17.7597,+,22,18,51.308,278.3239746,22.3142509,8.89, ,K4V           , ,4608,100,4.65,0.15,0.07,0.15,1,0.711,0.037
5971,HD 171317           ,91089,                             ,18,34,47.1912,-,13,26,5.221,278.6966553,-13.4347839,8.103, ,F5V           , ,6436,109.412,4.38,0.11,-0.19,0.11,2,1.174,0.0565
5972,HD 171391           ,91105,                             ,18,35,2.3927,-,10,58,37.943,278.7599792,-10.9772062,5.13, ,G8III         , ,5081,53,2.98,0.15,-0.02,0.05,5,2.411,0.35
5973,HD 171443           ,91117,alf Sct                      ,18,35,12.4267,-,8,14,38.662,278.8017883,-8.2440729,3.85, ,K3III         , ,4260,70,1.92,0.3,-0.05,0.09,3,1.117,0.2475
5974,HD 171484           ,90948,                             ,18,33,8.465,+,40,31,56.377,278.2852783,40.5323257,6.94, ,K0            , ,4845,100,2.74,0.15,-0.09,0.15,1,1.242,0.4225
5975,HD 171488           ,91043,very young                   ,18,34,20.103,+,18,41,24.234,278.5837708,18.6900635,7.449, ,G2V           , ,5790,81.06,4.3,0.09,0.04,0.09,3,1.015,0.0475
5976,HD 171496           ,91182,                             ,18,36,7.4932,-,24,26,11.307,279.0312195,-24.4364738,8.52, ,G8IV          , ,4850,170,2.05,0.62,-0.64,0.11,6,1.061,0.2855
5977,HD 171550           ,91042,                             ,18,34,19.7218,+,29,44,30.365,278.5821838,29.7417679,6.64, ,K0III         , ,4791,100,2.58,0.15,-0.15,0.15,1,1.236,0.436
5978,HD 171587           ,91187,                             ,18,36,9.22,-,10,53,26.573,279.0384216,-10.8907146,8.48, ,G5            , ,5456,92.752,4.57,0.11,-0.62,0.11,2,0.762,0.0355
5979,HD 171589           ,0,                             ,18,36,12.6381,-,14,6,55.835,279.0526733,-14.11551,8.28, ,O7II          , ,36000,720,3.75,0.15,0,0.15,1,-1,-1
5980,HD 171607           ,90833,                             ,18,31,47.921,+,61,46,44.719,277.9496765,61.7790871,8.26, ,K0            , ,5746,114.92,4.43,0.15,-0.16,0.15,1,0.941,0.057
5981,HD 171620           ,91058,                             ,18,34,30.694,+,34,24,56.294,278.6278992,34.415638,7.56, ,F6p           , ,6067,60.67,4.18,0.06,-0.5,0.05,6,0.973,0.036
5982,HD 171635           ,90905,45 Dra                       ,18,32,34.5226,+,57,2,44.157,278.1438599,57.0455971,4.781, ,F7Ib          , ,6052,84.728,1.49,0.35,-0.13,0.09,3,2.862,0.123
5983,HD 171736           ,91276,Star in double system        ,18,37,7.1193,-,19,12,33.831,279.2796631,-19.2093983,7, ,G8Ib          , ,4612,100,1.04,0.15,0.02,0.15,1,-1,-1
5984,HD 171658           ,91171,IC 4756 14                   ,18,35,58.4619,+,5,25,0.002,278.9935913,5.416667,8.84, ,K5            , ,4720,100,2.47,0.15,0.03,0.15,1,1.388,0.5665
5985,HD 171665           ,91287,                             ,18,37,12.8392,-,25,40,16.559,279.3034973,-25.6712666,7.43, ,G5V           , ,5660,56.6,4.45,0.05,-0.03,0.05,5,0.952,0.0275
5986,HD 171746           ,91159,                             ,18,35,53.2225,+,16,58,32.509,278.9717712,16.9756966,6.21, ,G2V+...       , ,6100,122,4.36,0.15,-0.04,0.15,1,1.095,0.074
5987,HD 171746 B         ,91159,                             ,18,35,53.2225,+,16,58,32.509,278.9717712,16.9756966,6.21, ,              , ,6040,120.8,4.37,0.15,0.02,0.15,1,1.094,0.073
5988,HD 171767           ,91220,Star in double system        ,18,36,29.0004,+,4,57,18.129,279.1208191,4.9550357,6.77, ,K1III         , ,4615,100,2.09,0.15,0.27,0.15,1,2.622,0.5995
5989,HD 171779           ,91013,                             ,18,33,56.6955,+,52,21,12.661,278.4862366,52.3535156,5.376, ,K0III         , ,4650,100,2.39,0.15,-0.05,0.15,1,1.23,0.4265
5990,HD 171781           ,91169,                             ,18,35,57.9203,+,19,53,0.153,278.991333,19.8833752,8.62, ,G0            , ,6537,130.74,3.72,0.15,0.35,0.15,1,1.898,0.163
5991,HD 171802           ,91217,                             ,18,36,27.836,+,9,7,21.05,279.1159973,9.1225138,5.39, ,F5III         , ,6462,129.24,4.2,0.15,0.1,0.15,1,1.306,0.0945
5992,HD 171825           ,91638,                             ,18,41,16.6223,-,63,32,3.749,280.3192444,-63.5343742,9.411, ,K2.5Vk:       , ,4908,100,4.48,0.15,-0.12,0.15,1,0.751,0.038
5993,HD 171834           ,91237,                             ,18,36,39.0747,+,6,40,18.499,279.1628418,6.6718049,5.441, ,F3V           , ,6752,114.784,4.1,0.11,-0.2,0.21,2,1.338,0.1155
5994,HD 171871           ,91049,                             ,18,34,23.914,+,51,6,47.362,278.5996704,51.1131554,7.78, ,B2IIp         , ,20300,406,3.4,0.15,0,0.15,1,-1,-1
5995,HD 171874           ,91233,                             ,18,36,36.6229,+,12,59,15.402,279.1526184,12.9876118,7.375, ,F6II          , ,6269,125.38,3.37,0.15,0.08,0.15,1,2.089,0.26
5996,HD 171886           ,91120,                             ,18,35,14.4931,+,41,34,53.593,278.8103943,41.5815544,7.176, ,F5            , ,6309,88.326,4.23,0.09,-0.37,0.09,3,1.103,0.059
5997,HD 171918           ,91332,                             ,18,37,42.6268,-,7,20,12.13,279.4276123,-7.3367028,7.98, ,G0            , ,5761,80.654,4.2,0.09,0.2,0.09,3,1.088,0.0665
5998,HD 171942           ,91701,                             ,18,42,2.8487,-,64,19,24.733,280.5118713,-64.3235397,8.67, ,G5V           , ,5642,95.914,4.45,0.11,-0.07,0.11,2,0.932,0.0445
5999,HD 171955           ,91343,EW Sct                       ,18,37,51.1078,-,6,47,48.496,279.4629517,-6.7968044,7.96, ,G5            , ,6108,280,1.84,0.16,0.12,0.07,4,2.916,0.1155
6000,HD 171982           ,91471,                             ,18,39,19.6785,-,37,42,8.146,279.8320007,-37.7022629,8.426, ,K0V           , ,4921,85,3.61,0.11,-0.24,0.11,2,0.973,0.079
6001,HD 171990           ,92233,                             ,18,47,49.1311,-,77,52,5.702,281.9547119,-77.8682556,6.392, ,F8V           , ,6004,72.048,4.07,0.08,0.04,0.07,4,1.192,0.075
6002,HD 171994           ,91279,HR 6995                      ,18,37,9.0594,+,16,11,53.861,279.2877502,16.1982937,6.316, ,G8IV          , ,5014,100.28,2.7,0.15,-0.23,0.15,1,1.969,0.669
6003,HD 171999           ,91360,Spectroscopic binary         ,18,37,58.8181,-,6,48,19.717,279.4950867,-6.8054771,8.3, ,G5            , ,5248,62.976,4.49,0.1,0.29,0.08,4,0.918,0.0315
6004,HD 172051           ,91438,                             ,18,38,53.4015,-,21,3,6.741,279.7225037,-21.0518723,5.86, ,G6V           , ,5602,58,4.51,0.05,-0.25,0.05,11,0.89,0.0285
6005,HD 172052           ,91446,                             ,18,39,2.0698,-,23,10,55.531,279.758606,-23.1820908,6.7, ,F5II          , ,6468,109.956,2.14,0.11,0.09,0.11,2,-1,-1
6006,HD 172063           ,91582,                             ,18,40,33.5114,-,48,34,5.754,280.1396179,-48.568264,8.9, ,G7V           , ,5491,93.347,4.46,0.11,0.12,0.11,2,0.933,0.046
6007,HD 172103           ,91384,Spectroscopic binary         ,18,38,19.0004,-,1,6,46.754,279.5791626,-1.1129873,6.653, ,F1IV-V        , ,6815,136.3,4.01,0.15,0.03,0.15,1,1.49,0.1455
6008,HD 172149           ,0,                             ,18,36,48.6861,+,38,31,15.002,279.2028503,38.5208321,8.03, ,F2V           , ,6890,137.8,4.25,0.15,0.07,0.15,1,1.448,0.0895
6009,HD 172169           ,91306,                             ,18,37,28.7734,+,29,35,5.509,279.369873,29.5848637,6.714, ,K4III         , ,4360,100,2.2,0.15,0.02,0.15,1,1.127,0.252
6010,HD 172167           ,91262,                             ,18,36,56.3363,+,38,47,1.28,279.2347412,38.7836876,0.03, ,A0V           , ,9462,132.468,4.02,0.09,-0.51,0.09,3,2.181,0.157
6011,HD 172190           ,91418,                             ,18,38,39.8501,+,4,51,17.248,279.6660461,4.8547912,6.71, ,K0            , ,4667,100,2.4,0.15,0.1,0.15,1,1.397,0.575
6012,HD 172223           ,91662,                             ,18,41,30.6808,-,48,5,40.869,280.3778076,-48.0946846,6.466, ,K2III-IVCN... , ,4496,60,2.43,0.08,0.24,0.07,4,1.388,0.436
6013,HD 172310           ,91381,                             ,18,38,16.1087,+,28,55,31.516,279.5671082,28.9254208,8.44, ,G5V           , ,5428,92.276,4.56,0.11,-0.41,0.11,2,0.801,0.04
6014,HD 172365           ,91499,IC4756 ALC 1                 ,18,39,36.8768,+,5,15,51.432,279.903656,5.2642865,6.4, ,F8Ib-II       , ,6220,124.4,2.53,0.15,0.13,0.15,1,2.982,0.0465
6015,HD 172513           ,91700,                             ,18,42,2.3568,-,34,27,58.805,280.5098267,-34.4663353,7.92, ,G8V           , ,5513,66.156,4.47,0.07,-0.04,0.07,4,0.909,0.032
6016,HD 172518           ,91873,                             ,18,43,46.0052,-,55,15,12.817,280.9417114,-55.2535591,8.84, ,G5V           , ,5758,115.16,4.18,0.15,-0.01,0.15,1,1.004,0.0785
6017,HD 172568           ,91805,                             ,18,43,8.7299,-,45,54,2.78,280.786377,-45.9007721,8.54, ,G3V           , ,5733,97.461,4.53,0.11,-0.37,0.11,2,0.882,0.0465
6018,HD 172569           ,91196,                             ,18,36,13.2741,+,65,29,19.381,279.0552979,65.4887161,6.064, ,F0V           , ,7317,146.34,4.02,0.15,0.1,0.15,1,1.691,0.1515
6019,HD 172594           ,91677,                             ,18,41,42.4611,-,14,33,51.277,280.4269104,-14.5642443,6.45, ,F2/F3Ib/II    , ,6780,115.26,1.74,0.11,-0.05,0.11,2,-1,-1
6020,HD 172643           ,91857,                             ,18,43,38.3668,-,45,49,26.408,280.9098816,-45.8240013,9.05, ,G5V           , ,5645,112.9,4.5,0.15,-0.15,0.15,1,0.912,0.0525
6021,HD 172649           ,91507,                             ,18,39,42.1155,+,37,59,35.129,279.9254761,37.9930916,7.5, ,F5            , ,6236,124.72,4.41,0.15,-0.03,0.15,1,1.144,0.0725
6022,HD 172728           ,91315,                             ,18,37,33.5,+,62,31,35.717,279.3895874,62.5265884,5.74, ,A0V           , ,10505,210.1,3.9,0.15,0.09,0.15,1,2.934,0.1945
6023,HD 172730           ,91697,RU Sct                       ,18,41,56.3823,-,4,6,38.395,280.4848938,-4.1106653,8.82, ,G5            , ,5253,105.06,1.14,0.15,0.14,0.15,1,-1,-1
6024,HD 172748           ,91726,del Sct                      ,18,42,16.4268,-,9,3,9.175,280.5684509,-9.0525484,4.71, ,F2IIIp        , ,7000,140,3.5,0.15,-0.01,0.15,1,2.063,0.193
6025,HD 172804           ,0,V* V679 Oph                  ,18,41,57.1659,+,6,49,7.212,280.4881592,6.8186698,8.92, ,Sv...         , ,3300,100,0.6,0.15,0.35,0.15,1,1.098,0.1705
6026,HD 173009           ,91845,eps Sct                      ,18,43,31.2527,-,8,16,30.773,280.880249,-8.2752142,4.9, ,G8IIb         , ,4500,100,1,0.15,0.05,0.15,1,1.911,0.4695
6027,HD 173084           ,91395,                             ,18,38,23.6673,+,67,7,35.551,279.5986328,67.1265411,7.71, ,G5            , ,5690,113.8,4.09,0.15,-0.31,0.15,1,0.932,0.0785
6028,HD 173093           ,91880,                             ,18,43,51.2342,-,6,49,5.227,280.963501,-6.8181186,6.302, ,F7V           , ,6403,89.642,4.26,0.16,-0.09,0.11,3,1.23,0.068
6029,HD 173378           ,92086,                             ,18,46,3.8573,-,27,29,56.394,281.5160828,-27.4989986,6.62, ,K0III         , ,5019,100.38,3.18,0.15,-0.21,0.15,1,1.158,0.2675
6030,HD 173388           ,92034,                             ,18,45,33.9252,-,12,35,15.02,281.3913574,-12.5875053,7.51, ,G5Ib          , ,5090,101.8,0.89,0.15,0.27,0.15,1,-1,-1
6031,HD 173398           ,91606,                             ,18,40,56.4096,+,62,44,58.078,280.2350159,62.7494659,6.096, ,K0III         , ,4945,100,2.91,0.15,0.13,0.15,1,2.02,0.606
6032,HD 173399           ,91782,Star in double system        ,18,42,55.4187,+,44,55,30.909,280.7309265,44.9252548,7.19, ,G5IV          , ,5082,101.64,3.15,0.15,-0.26,0.15,1,1.281,0.353
6033,HD 173416           ,91852,HR 7043                      ,18,43,36.1097,+,36,33,23.777,280.9004822,36.5566025,6.057, ,G8            ,P,4712,85,2.54,0.11,-0.19,0.11,2,1.179,0.34
6034,HD 173460           ,92111,28 Sgr                       ,18,46,20.6087,-,22,23,31.834,281.5858459,-22.3921757,5.394, ,K5III         , ,3960,100,1.7,0.15,-0.16,0.15,1,1.045,0.1445
6035,HD 173483           ,92134,                             ,18,46,43.0799,-,29,30,11.532,281.6795044,-29.5032024,8.46, ,G2/G3V        , ,5740,114.8,4.34,0.15,-0.36,0.15,1,0.886,0.0555
6036,HD 173560           ,92288,                             ,18,48,33.2796,-,50,42,11.92,282.1386719,-50.7033119,8.703, ,G4V           , ,5730,97.41,4.12,0.11,-0.2,0.11,2,0.968,0.0665
6037,HD 173568           ,0,                             ,18,46,24.8685,-,10,19,47.416,281.6036377,-10.3298378,8.41, ,G5Ib          , ,4798,100,1.18,0.15,0.19,0.15,1,2.841,0.2345
6038,HD 173633           ,92032,                             ,18,45,31.2126,+,19,58,11.632,281.3800659,19.9698982,6.58, ,K0            , ,4749,100,2.3,0.15,-0.35,0.15,1,1.256,0.5005
6039,HD 173638           ,92136,irregular                    ,18,46,43.3243,-,10,7,30.173,281.680542,-10.1250486,5.73, ,F2Ib-II       , ,7144,100.016,1.65,0.09,0.02,0.09,3,-1,-1
6040,HD 173648           ,91971,Spectroscopic binary         ,18,44,46.3574,+,37,36,18.413,281.1931458,37.605114,4.338, ,Am            , ,8024,112.336,3.83,0.09,0.33,0.09,3,2.316,0.1425
6041,HD 173667           ,92043,110 Her                      ,18,45,39.7257,+,20,32,46.717,281.4154968,20.5463104,4.19, ,F6V           , ,6367,86,3.96,0.13,-0.04,0.05,10,1.42,0.121
6042,HD 173701           ,91949,KIC 8006161                  ,18,44,35.1192,+,43,49,59.789,281.1463318,43.8332748,7.52, ,G8V           , ,5368,53.68,4.48,0.1,0.3,0.06,6,0.958,0.028
6043,HD 173739           ,91768,Star in double system        ,18,42,46.6865,+,59,37,49.425,280.694519,59.630394,8.94, ,M3V           , ,3542,173,5.06,0.24,-0.18,0.13,3,0.481,0.029
6044,HD 173740           ,91772,PM I18427+5937 S             ,18,42,46.9025,+,59,37,36.648,280.6954346,59.6268463,9.69, ,M3.5V         , ,3469,225,5.1,0.3,-0.37,0.33,4,0.453,0.037
6045,HD 173760           ,91990,Star in double system        ,18,44,57.5656,+,44,21,32.36,281.2398682,44.3589859,8.33, ,F5            , ,6459,109.803,4.05,0.11,-0.06,0.11,2,1.35,0.1035
6046,HD 173764           ,92175,bet Sct                      ,18,47,10.4728,-,4,44,52.322,281.7936096,-4.7478676,4.231, ,G4IIa         , ,4700,100,0.94,0.15,-0.15,0.15,1,-1,-1
6047,HD 173780           ,92088,                             ,18,46,4.4803,+,26,39,43.667,281.5186462,26.6621284,4.833, ,K3III         , ,4488,81,2.49,0.09,-0.01,0.09,3,1.057,0.1555
